;individual_1;individual_2;individual_3;individual_4;individual_5;individual_6;individual_7;individual_8;individual_9;individual_10;individual_11;individual_12;individual_13;individual_14;individual_15;individual_16;individual_17;individual_18;individual_19;individual_20;individual_21;individual_22;individual_23;individual_24;individual_25;individual_26;individual_27;individual_28;individual_29;individual_30;individual_31;individual_32;individual_33;individual_34;individual_35;individual_36;individual_37;individual_38;individual_39;individual_40;individual_41;individual_42;individual_43;individual_44;individual_45;individual_46;individual_47;individual_48;individual_49;individual_50;individual_51;individual_52;individual_53;individual_54;individual_55;individual_56;individual_57;individual_58;individual_59;individual_60;individual_61;individual_62;individual_63;individual_64;individual_65;individual_66;individual_67;individual_68;individual_69;individual_70;individual_71;individual_72;individual_73;individual_74;individual_75;individual_76;individual_77;individual_78;individual_79
ATXN1;10,28886;10,28758;10,25738;10,26876;10,21771;10,29782;10,27871;10,21465;10,36588;10,36308;10,35642;10,35025;10,4846;10,34265;10,42874;10,44543;10,44959;10,0633;10,11786;10,22649;10,13683;10,25083;10,15803;10,06325;10,07496;9,985117;9,979752;10,17309;10,11755;10,08197;10,27779;10,03982;10,16095;10,22756;10,20876;10,2292;10,31617;10,21781;10,22551;10,19484;10,32292;10,11032;10,08333;9,917649;9,991096;10,02335;10,06969;10,09886;10,17057;10,07019;10,14857;9,985013;10,3657;10,204;10,16329;10,35573;10,26708;10,44948;10,27234;10,22582;9,920426;9,8693;10,19023;10,00762;10,20198;10,02949;10,18246;10,29714;10,32753;10,09714;10,32397;10,20616;10,26038;10,0275;10,22761;9,781106;10,06539;9,9418;10,04476
KIF13A;8,619674;8,491355;8,592588;8,611526;8,660765;8,701326;8,732786;8,569098;8,733319;8,777596;8,500429;8,566532;8,722093;8,612304;8,507987;8,563968;8,707728;8,494078;8,533498;8,622729;8,661949;8,621572;8,634571;8,873278;8,933044;8,933696;8,825306;8,59831;8,872469;8,808006;8,844413;8,706487;8,843323;8,647169;8,500646;8,734152;8,466937;8,873588;8,74425;8,771574;8,699755;8,521206;8,457173;8,676601;8,592462;8,941165;8,618926;9,022367;8,583935;8,562251;8,884079;8,883327;8,497607;8,742521;8,773611;8,724071;8,820273;8,468712;8,875945;8,66646;8,506019;8,60993;8,697105;8,841991;8,737809;8,966204;8,856722;8,881868;8,779236;8,705951;8,787024;8,859252;8,67531;9,032919;8,714168;8,827934;8,684697;9,075443;8,951261
NHLRC1;7,27989;7,071528;7,214615;7,475294;7,356328;7,243887;7,405845;7,316491;7,187622;7,254551;6,961066;7,364422;7,195172;6,999285;7,043239;7,128146;7,049789;7,433044;7,349226;7,55782;7,272525;7,293052;7,393692;7,412362;7,36811;7,63645;7,267436;7,457765;7,230747;7,158085;7,283644;7,374954;7,225165;7,436003;7,109143;7,303008;7,126839;7,195285;6,979773;7,273781;7,359091;7,103027;7,280123;7,464831;7,309994;7,254959;7,299502;7,017626;7,450463;7,436198;7,28067;7,283852;7,170951;7,26283;7,052848;7,187506;7,320503;7,176536;7,286614;7,137342;7,106843;7,230665;7,058818;7,144143;7,212522;7,163392;7,433766;7,072005;6,831368;6,919803;6,869476;7,079329;7,103742;6,850197;7,14236;6,904633;6,890682;7,113464;6,891618
TPMT;8,164277;8,147469;8,340817;8,169083;8,160314;8,266379;8,310685;8,395431;8,234705;8,311693;8,169353;8,483088;8,056828;8,14778;8,150438;8,539028;8,410234;8,058793;8,067777;8,223888;8,199368;8,239247;8,356867;8,26147;8,213918;8,380306;8,056508;8,343083;8,26492;8,244922;8,08581;8,117833;8,357637;8,321738;8,40306;8,168555;8,201207;8,281992;8,01797;8,384459;8,297494;8,040314;7,937438;7,861656;7,78637;8,16123;7,868843;7,940896;8,12824;8,156756;8,127673;8,142204;8,042903;8,304245;8,205829;8,120667;8,076906;7,947972;8,327133;7,941499;7,635229;7,724481;8,106136;8,001014;8,18598;7,942106;7,902501;8,254856;7,925821;8,232675;8,121313;8,212126;8,109348;7,99864;8,111498;7,506285;7,68241;7,541662;7,815749
DEK;8,676133;8,750272;8,824171;8,626898;8,735237;8,687321;8,739087;8,801047;8,732011;8,779477;8,838381;8,816652;8,881175;8,733512;8,667407;8,729089;8,653462;8,769114;8,661788;8,703588;8,715046;8,757515;8,870416;8,813795;8,977221;8,886;8,778893;8,851766;8,919063;8,753978;8,867674;8,816412;8,957398;8,89514;8,851341;8,832677;8,642507;8,918115;8,913708;8,898607;8,809293;8,856973;8,68662;8,671691;8,619616;8,961892;8,67466;9,031382;8,828454;8,769424;8,930299;8,821963;8,613875;8,911337;8,690197;8,834572;8,687205;8,885885;8,893179;8,702204;8,867669;8,928652;8,903099;8,997028;8,781742;8,96795;8,978191;8,878796;9,075048;8,923982;8,960605;8,788978;8,929183;8,923423;8,942256;8,984326;8,994625;8,977027;8,915729
MBOAT1;6,843915;6,42208;6,413482;6,142857;6,127902;6,534742;6,56761;6,098062;6,512335;6,518938;6,54651;6,336061;6,32652;6,599849;6,500467;6,378962;6,772852;6,138158;6,201297;6,638989;6,589975;6,534436;6,404428;6,638739;6,417433;6,551346;6,311343;6,22385;6,914098;6,356776;6,634311;6,417128;6,798655;7,117843;6,802924;6,717652;6,793869;6,572346;6,759167;6,546469;6,917389;6,636104;6,508892;6,914505;6,689748;6,656177;6,460175;6,95589;6,521381;6,591229;6,813281;7,059591;6,73661;6,36525;6,82683;6,469948;6,395843;6,467977;6,571932;6,420182;6,476489;6,563571;6,729158;6,536653;6,949795;6,683532;6,654692;6,755752;7,256744;6,977584;6,891175;7,521585;6,597034;7,739057;6,95225;7,194;6,929704;7,435785;7,041408
DCDC2;7,083971;6,653128;6,993308;6,872003;6,990423;7,061574;6,879912;6,721295;6,67439;6,82542;6,889113;6,638758;6,862157;6,799465;6,745298;7,037103;6,699168;6,711285;6,789823;6,808832;6,792892;6,840226;6,813516;6,970985;6,848457;6,955564;6,688136;6,706258;6,845859;6,887024;6,696019;6,699422;6,785859;6,864351;6,495571;6,549458;6,737907;6,626993;6,526927;6,772929;6,850265;6,771599;6,512463;6,755213;6,534326;6,65286;6,553595;6,867753;6,702788;6,932808;6,751509;7,329531;6,776401;6,700539;7,027718;6,80122;6,91087;6,606107;6,642874;6,697924;6,494982;6,795994;6,609303;6,800428;6,747714;6,810326;6,592077;6,605449;6,441836;6,701922;6,804272;6,893366;6,689024;6,834343;6,787125;6,815889;6,548104;6,681495;6,675786
GPLD1;8,032886;8,463821;8,137818;8,063442;8,106203;8,044768;7,95199;8,038381;8,287996;8,247443;8,30539;8,071888;8,305457;8,140007;8,297144;8,265878;8,367913;8,004848;7,730994;7,938188;8,051026;8,020429;8,048332;8,011297;8,055821;8,023328;7,896106;8,219827;7,938702;8,014498;7,78728;7,905694;7,972898;8,161977;8,177667;8,306788;8,090761;8,194693;7,917921;8,257042;8,346774;7,876282;7,84309;7,866582;7,907762;7,659706;7,916831;7,95325;8,136225;7,897417;8,019023;7,952963;7,98385;8,36378;8,305996;8,250315;8,143739;8,273289;7,966817;7,716205;7,857115;7,915291;7,818703;7,896945;8,071431;7,856006;8,034543;8,204947;7,837507;8,182475;7,875722;8,208065;8,086633;7,772316;7,939258;7,429216;7,493113;7,501137;7,561028
KIAA0319;9,10097;9,043055;9,102709;9,151766;9,32381;9,373994;9,137568;9,186469;9,266693;9,417421;9,221401;9,24019;9,262996;9,270562;9,345761;9,182318;9,397621;9,290113;9,148639;9,081995;9,259295;9,03838;9,184339;9,144841;9,182249;9,265707;9,249032;9,191496;9,117069;9,263218;8,840766;9,217945;8,920416;9,282181;9,115976;9,257201;9,161649;9,304667;9,230998;9,365058;9,407785;9,173516;9,043016;9,122706;9,129106;8,898056;9,112767;9,117441;9,182614;9,05767;9,032042;9,164093;9,16309;9,299923;9,502503;9,396847;9,364681;9,368124;9,069735;9,150444;8,924716;9,245614;8,941593;9,197659;9,109233;9,187879;9,146942;9,330324;8,942172;9,275094;9,158476;9,119871;9,307535;8,961697;9,109259;8,698233;8,773381;8,708723;8,741943
TDP2;9,607646;9,717065;9,669289;9,61359;9,480244;9,549344;9,731931;9,648745;9,677981;9,792434;9,721963;9,779173;9,843298;9,795586;9,578267;9,692063;9,692352;9,59534;9,450773;9,567149;9,695568;9,667803;9,633291;9,675853;9,67407;9,841126;9,73432;9,628184;9,482602;9,472897;9,789354;9,571776;9,61821;9,711463;9,504;9,801169;9,650243;9,665431;9,548958;9,847799;9,771238;9,689212;9,408828;9,482295;9,62545;9,660279;9,678228;9,659347;9,533457;9,651849;9,58088;9,543998;9,599498;9,684895;9,654376;9,522764;9,514316;9,512911;9,579354;9,488078;9,411463;9,557984;9,668103;9,44717;9,528573;9,457477;9,47916;9,472742;9,417939;9,700506;9,396682;9,578022;9,596531;9,328999;9,613661;9,419028;9,344435;9,360572;9,410369
C6orf62;9,042268;8,701687;8,978761;9,03571;9,008463;9,017002;8,998752;8,922291;8,998748;9,163345;9,245243;9,146842;9,048939;8,976867;9,096193;9,048024;9,13217;9,209605;9,168378;8,987356;9,074449;9,046346;9,173471;9,060649;9,19768;9,273929;9,355145;8,920919;9,305693;9,249455;9,077804;9,204023;9,147791;9,420093;9,181518;9,133993;9,310151;9,193905;9,470223;9,383588;9,357009;9,606018;9,217989;9,018989;9,187952;9,460758;9,134129;9,339348;9,195416;9,074484;8,976036;9,077712;9,224808;9,055934;9,306324;9,273467;9,202819;9,000867;9,14315;8,977995;8,94867;9,262068;9,249742;9,227323;9,228065;9,0753;9,059082;9,244715;9,289508;9,228753;9,405965;9,221678;9,306729;9,365489;9,40994;9,525874;9,23082;9,163654;9,116002
RIPOR2;9,438906;8,794211;9,292153;9,200633;9,423579;9,296874;9,395215;9,209882;9,233716;9,206885;8,975818;9,117721;9,169463;8,986885;9,11385;9,159805;9,355123;9,153355;9,440741;9,256186;9,414675;9,316481;9,20742;9,242451;9,187216;9,041701;9,022102;8,958714;9,102438;9,29055;9,197819;9,067606;9,039656;8,891238;8,964702;8,855073;9,125953;8,820394;8,933913;9,140134;9,125673;8,620517;9,337612;9,373013;9,383749;8,649228;9,12968;8,77759;8,995382;9,26753;8,865052;9,378051;9,102101;8,833485;9,07061;9,175954;8,865492;8,877835;9,047083;9,009204;9,292416;9,145273;8,728836;9,1481;8,864733;8,973702;8,963274;8,999784;8,969774;8,928271;8,99988;8,975835;8,936475;8,804788;8,990513;8,598453;8,86793;8,622876;9,028286
CMAHP;7,275338;7,131705;7,013069;6,893966;6,936665;7,020676;7,091855;7,022287;7,745688;7,615765;7,656419;7,332178;7,799502;7,833577;7,542077;7,483457;7,653516;6,960085;7,214201;6,774714;6,921623;6,768861;7,054343;7,531919;7,44351;7,20169;7,530942;7,527884;7,470529;7,540757;7,02782;7,571588;7,55871;8,050236;8,082555;8,02137;7,627569;8,062803;8,170947;8,023091;8,044085;7,583423;7,061731;7,146902;7,145322;7,192869;7,186397;7,674819;7,377771;7,376616;7,372446;7,418525;7,828325;8,234476;7,880921;7,743976;7,913247;8,0238;7,834641;7,421561;7,408913;6,922707;7,464046;7,792633;7,637986;7,561556;7,832997;8,097705;7,998174;8,067994;7,867392;7,901539;8,047731;7,910717;7,943346;7,064398;7,481079;7,078838;7,344913
H1-1;7,921327;7,730544;8,053586;7,974986;8,049409;8,003804;7,961201;7,994027;7,994052;8,00996;7,755789;7,955213;8,127483;8,055276;8,074214;8,026149;7,889096;7,900686;8,090802;8,131053;8,077107;8,069897;7,992824;8,015521;8,286635;8,102975;7,803387;8,284813;7,830747;8,219304;7,591209;7,990271;7,997346;8,170659;8,020365;8,159149;7,795983;8,152006;7,718935;8,213153;8,000135;8,085678;7,890484;7,666501;8,033081;7,85022;8,093701;7,803829;7,910745;8,052998;7,973598;8,005987;7,68983;7,907696;8,000602;7,829969;7,972114;8,056131;7,885573;7,719196;7,897985;7,916501;7,99465;8,040763;8,03226;8,08507;7,890092;8,004664;7,875707;7,844707;7,769352;7,864701;8,16898;7,750124;7,763671;7,750794;7,791091;7,638803;7,844737
H4C2;7,584023;7,997035;7,566536;7,541018;7,396443;7,362579;7,491796;7,919964;7,740252;7,768598;7,639396;8,048652;7,965265;7,849576;7,154157;7,708846;7,538538;7,478495;7,70114;7,637349;7,610505;7,993992;7,897581;7,754482;8,018961;7,616041;8,006566;7,660864;7,781188;8,204954;7,63448;7,544944;8,054972;7,633226;7,82867;7,683201;8,165427;7,586263;7,866085;7,519627;8,04475;8,512896;7,89327;7,855885;7,471375;8,402061;7,887496;7,621718;7,904631;7,587419;7,55028;7,70365;7,538357;7,406153;7,26335;7,394055;7,515156;8,0727;7,796838;7,358315;7,258651;7,374972;7,577558;7,446439;7,93713;7,761882;7,373077;7,749744;7,82205;7,909735;8,123775;8,106534;7,430087;7,962494;7,574305;8,039866;8,243939;7,803149;7,837631
H3C2;6,116727;5,713253;5,829861;5,629417;5,978502;5,675647;5,997068;6,215431;5,810544;6,359435;5,835625;6,04333;5,954416;5,865486;5,99326;5,768154;5,70794;5,730849;6,217216;5,727975;5,912198;6,222428;6,002731;6,456538;6,518849;5,978486;6,309218;6,266243;6,023783;6,060088;6,157678;6,009304;6,466927;6,328705;6,745188;6,318329;6,269797;6,508774;6,684354;6,077243;6,2098;7,054881;6,214245;6,057127;6,052633;6,646813;6,262849;6,508237;6,099832;5,975271;6,384542;5,939424;6,248743;6,250506;5,936239;6,250974;5,976694;6,155304;6,314882;5,476638;5,870192;5,826355;6,242319;6,249869;6,313707;6,618114;6,676331;6,216653;7,332883;6,431156;6,533057;6,46797;6,283553;6,298555;7,328319;6,080483;6,763914;6,351499;6,127912
H2BC3;6,729068;6,366871;6,702653;6,610188;6,68418;6,623355;6,312729;6,758042;6,655078;6,867304;6,704562;6,718718;6,713427;6,458305;6,633514;6,769532;6,569262;6,432925;6,682194;6,419849;6,400047;6,728254;6,388898;6,605653;6,465945;6,398227;6,596306;6,901219;6,766866;6,652693;6,575442;6,520284;6,753323;6,670014;6,891999;6,666257;6,883932;6,598411;6,93197;6,778963;6,770649;6,852091;6,669824;6,725028;6,657036;6,608319;6,372478;6,854685;6,722767;6,556203;6,506824;6,575714;6,665604;6,540851;6,489468;6,757605;6,493417;6,800217;6,735481;6,486123;6,488932;6,258228;6,701013;6,761749;6,67971;6,566529;6,530365;6,686388;6,979551;6,780835;6,857945;6,595361;6,592431;6,650728;6,638686;6,732359;6,818177;6,455128;6,722518
H1-2;7,78942;7,548621;7,65473;7,577759;7,509509;7,48003;7,716247;7,381792;7,680987;7,605039;7,853503;7,322854;7,819032;7,795064;7,645393;7,571713;7,664416;7,442055;7,628237;7,591576;7,418648;7,340567;7,720564;7,634699;7,749983;7,744095;7,642375;7,560318;7,832254;7,685407;7,871491;7,903096;8,051029;8,185332;8,132186;7,746723;7,791399;8,054442;8,202804;7,718456;7,743666;8,171695;7,739693;7,573327;7,563765;7,905901;7,685597;8,146585;8,038831;7,843755;7,806939;7,663965;8,081243;7,557134;7,704618;7,76302;7,736844;8,008765;7,940984;7,234079;7,47581;7,320243;8,253001;7,859972;8,12148;7,932896;7,945878;7,950553;8,218636;8,149168;8,316689;8,061044;7,873552;8,22253;8,248508;8,171352;8,180433;8,037541;7,903228
H2BC4;6,841307;6,575167;7,225016;7,095342;7,197764;7,007309;6,917115;6,855801;6,934799;7,014094;7,131664;6,808884;6,911521;6,81174;6,97864;7,028084;7,081964;7,232488;7,173766;6,860529;6,641363;6,686411;6,763714;6,870697;7,263838;7,31892;6,883862;6,7439;7,208967;7,112312;6,821447;7,363842;7,073953;7,636478;7,420844;7,026988;6,895165;7,424255;7,068188;7,283527;7,223257;7,501462;7,025432;7,088174;7,160462;7,203249;7,084335;7,412382;6,937482;7,023373;7,100541;7,338783;7,002168;7,326114;7,295357;7,41166;7,355971;6,713741;7,415162;6,767211;7,05753;6,900441;6,914671;7,471089;7,043938;7,518973;7,023685;7,056355;7,260986;7,276354;7,407272;7,381663;7,589712;7,632482;7,457349;7,320928;6,929446;7,350304;7,08208
H4C4;10,17188;10,64077;10,39046;10,20281;10,0562;10,13172;10,23501;10,35025;10,27484;10,42064;10,26211;10,4391;10,36662;10,54826;9,843532;10,33103;10,29277;10,22436;9,968357;10,06132;10,47426;10,532;10,67068;10,2576;10,66463;9,996919;10,55461;10,15107;10,27247;10,7958;10,1749;10,00931;10,21763;9,748391;9,910193;10,23573;10,56908;9,826211;10,11133;10,09318;10,3947;10,59403;10,20073;9,9956;10,11303;10,47075;10,34683;9,676356;10,48941;9,749612;10,33619;9,94533;9,726873;9,596493;10,03745;9,514732;9,952795;10,58412;10,45432;9,746403;9,634241;9,91223;9,817855;9,910014;10,18271;10,17539;9,441121;10,14457;10,12843;9,712275;10,00174;10,34795;9,687049;9,809186;9,679339;10,07484;10,24196;9,871473;9,808972
H2AC7;8,612172;8,240345;8,336971;8,416606;8,468734;8,397539;8,518805;8,385886;8,39908;8,626566;8,463197;8,371574;8,566075;8,305693;8,322451;8,408398;8,459039;8,307535;8,573465;8,376352;8,314719;8,355306;8,517817;8,532006;8,526561;8,452962;8,60685;8,423649;8,537655;8,666782;8,598131;8,554013;8,689229;8,611896;8,791589;8,636641;8,595567;8,696654;8,93951;8,456004;8,53582;8,88926;8,494321;8,47585;8,408476;8,556886;8,563101;8,815504;8,589208;8,357699;8,622847;8,421298;8,761462;8,45931;8,403806;8,743869;8,465804;8,52707;8,692014;8,083566;8,460372;8,180219;8,743655;8,745674;8,718762;8,578073;8,667769;8,502711;9,071112;8,627901;8,728727;8,649228;8,67959;8,870817;9,036845;8,693149;8,805943;8,613895;8,673919
H2BC8;7,776354;7,657325;7,943858;7,837375;7,985472;7,754604;7,836958;7,775167;7,801554;7,921236;7,901549;7,925285;7,921561;7,891768;7,911418;7,79554;7,920745;7,897305;7,905674;7,652869;7,684934;7,647953;7,825927;7,634431;7,824689;7,67362;7,614141;7,901902;7,890678;7,880647;7,752479;8,106246;7,718823;8,247719;8,117792;7,844833;7,876749;8,040308;8,209122;7,761847;7,997503;7,971147;7,993747;7,952951;7,903398;7,807147;7,83695;7,937759;8,181235;7,790386;7,90041;7,816941;7,960112;7,988366;7,809369;7,971245;7,957447;8,109435;7,949393;7,695813;8,004746;7,65226;8,034298;8,332175;7,978544;7,989118;8,198378;8,229016;8,3829;7,959176;8,338304;8,012352;8,218718;8,170603;8,238912;8,084095;8,202539;8,068633;7,888318
H1-3;6,758475;6,831263;6,528791;6,378794;6,704574;6,469427;6,830128;6,445732;6,742683;6,719054;6,712574;6,417435;6,934092;6,672497;6,800643;6,595248;6,817886;6,293537;6,409739;6,371875;6,565106;6,543536;6,863801;6,583872;6,396419;6,370566;6,759191;6,60739;6,773512;6,600323;6,485888;6,545416;6,728676;7,012572;6,783726;6,765207;6,950485;6,580998;6,978237;6,541925;6,864724;6,89168;6,467953;6,640412;6,653181;6,80018;6,46175;6,799026;6,808881;6,562026;6,863429;6,669432;7,046817;6,592971;6,998488;6,860612;6,901601;7,08895;6,836653;6,598769;6,590906;6,641437;7,005109;6,787925;7,032925;6,720537;6,764228;6,855317;7,071735;6,964922;7,001051;6,922611;6,827011;6,936829;7,061276;6,795693;6,913519;6,627233;6,738744
H3C7;7,169973;6,852687;6,813641;6,774019;6,773607;6,704866;6,647762;7,078257;6,729851;7,271461;7,011956;6,819053;7,098451;7,106126;6,689048;6,805165;6,71948;6,674947;7,105974;6,644844;6,739698;6,891589;7,151922;6,987665;6,863508;7,0304;7,282063;6,962983;7,123627;6,986044;7,196121;6,882271;7,405168;6,812639;7,089327;7,098526;7,25107;7,166486;7,34098;7,012789;7,083506;7,844032;6,983451;6,979309;6,950885;7,446334;6,968309;7,312315;7,133972;6,793488;7,142746;7,04086;7,056585;6,896218;6,986517;6,891778;6,845479;7,215859;7,271425;6,594667;6,54504;6,547727;7,441757;7,142964;7,164874;7,063201;7,256577;7,185658;7,909894;7,259212;7,214354;7,30841;7,096449;7,029148;7,60881;7,18881;7,281153;7,267917;6,935249
H3C8;6,267638;5,924484;6,008764;5,979492;6,231198;6,067702;5,928427;6,212792;5,999677;6,276769;6,009062;6,046832;6,027176;6,037058;6,139205;5,993854;5,930254;5,895292;6,046578;5,893366;6,066034;6,140933;6,179072;6,119057;6,028952;5,999635;6,303876;6,163841;5,997516;6,198376;6,140398;6,007275;6,271719;5,973668;6,260828;6,104706;6,077281;6,246494;6,148253;5,986104;6,013564;6,275043;6,093116;6,078817;6,34729;6,245757;6,274954;6,382319;6,040229;6,074115;6,166856;6,238939;6,111334;6,093;6,061843;6,207991;6,067845;6,277451;6,3281;6,056772;5,97496;6,07493;6,395108;6,296014;6,203436;6,33062;6,359023;6,260294;6,630456;6,19441;6,263168;6,305375;6,231366;6,214966;6,432899;6,271024;6,086655;6,268135;6,279953
H4C8;8,399622;8,652889;8,426312;8,538614;8,084637;8,162911;8,282439;8,44601;8,452435;8,43478;8,350132;8,628323;8,22791;8,347295;8,169966;8,5792;8,417514;8,395636;8,395992;8,447488;8,352654;8,656903;8,472206;8,390986;8,607911;8,338788;8,542035;8,449779;8,419714;8,427905;8,820792;8,26504;8,318177;8,338149;8,686798;8,456606;8,695011;8,236857;8,387157;8,479596;8,602883;8,843964;8,540454;8,472276;8,482828;8,873246;8,475751;8,205954;8,65828;8,490924;8,412116;8,477527;8,165029;8,570201;8,254344;8,391181;8,345064;8,513237;8,40978;8,214117;8,351312;8,595459;8,289866;8,405373;8,277374;8,159983;8,02694;8,285866;8,30846;8,445432;8,411627;8,454331;8,24014;8,230033;8,352166;8,51228;8,607956;8,335561;8,417457
ZNF322;7,545235;7,62136;7,818922;7,795334;7,565946;7,62832;7,664014;7,732858;7,712997;7,740912;7,880812;7,866958;7,880256;7,673436;7,584256;7,594849;7,764258;7,846601;7,752162;7,562179;7,590801;7,701807;7,6564;7,627177;7,785512;7,812141;7,641028;7,638183;7,522579;7,652196;7,555467;7,633822;7,697797;7,756322;7,491668;7,6469;7,679883;7,606458;7,532514;7,85753;7,630145;7,592455;7,492314;7,631959;7,481887;7,693217;7,72532;7,773085;7,626829;7,712784;7,649719;7,575749;7,496433;7,857109;7,588013;7,694394;7,741313;7,605299;7,813449;7,593953;7,652597;7,678294;7,507546;7,666319;7,637422;7,63737;7,654194;7,680765;7,422047;7,742243;7,630584;7,771327;7,594009;7,586848;7,554698;7,547775;7,548495;7,545803;7,644247
H2BC12;7,78795;7,991223;8,168427;8,201888;8,049669;7,612934;8,161836;7,801678;7,816591;7,580786;8,116184;7,572098;7,39352;7,392618;7,841607;7,786684;8,100255;8,481693;8,61204;7,972042;7,906053;8,336467;8,055775;7,956729;7,9158;8,074856;8,254676;7,722748;8,104056;8,453081;8,194982;8,041008;8,24574;7,975238;8,548097;7,955107;8,038046;8,007514;8,328605;8,156845;8,002006;8,163072;8,516391;8,639344;8,327887;8,690308;8,507695;8,257414;8,135159;8,329781;8,488797;8,312469;8,191806;8,263757;7,991578;8,276823;7,770134;7,393025;8,286588;7,947293;8,412633;8,171067;8,413898;8,180799;8,125214;8,408458;8,22963;7,77984;8,102434;8,461687;7,914494;8,210825;7,635642;8,265314;8,485879;8,465135;8,920245;8,713771;8,172848
ZNF204P;9,254388;9,469116;9,533092;9,20443;9,280904;9,623206;9,418336;9,3944;9,530716;9,642523;9,71839;9,748825;9,600618;9,517116;9,559004;9,610044;9,76824;9,464855;9,24801;9,188447;9,453375;9,299614;9,368335;8,943586;9,354481;9,1335;9,311291;9,555626;9,147349;9,467261;9,392821;9,307022;9,478009;9,355557;9,472958;9,497654;9,412919;9,469551;9,301763;9,674295;9,545746;9,118986;9,245159;9,117597;9,057748;8,870514;9,330241;9,239637;9,389535;9,1808;9,42777;8,951264;9,413224;9,657063;9,451099;9,476647;9,359492;9,534865;9,66068;9,277976;8,958617;8,892289;8,94341;9,214765;9,225356;8,900335;9,222387;9,471432;9,379567;9,454925;9,355988;9,457464;9,369598;9,004999;9,261485;8,411458;9,012657;8,518109;8,96941
ZNF184;6,920427;6,709802;6,951789;6,821951;6,513962;6,873011;7,163415;6,581648;6,780855;7,127754;6,90497;6,979812;6,582745;6,927555;7,00719;6,835103;6,851567;6,915399;6,866006;6,555493;6,733537;6,517893;6,766643;6,367444;6,694861;6,916215;6,65971;6,553145;6,641798;6,891882;6,41037;6,95965;6,554682;7,227265;7,207423;7,079276;7,008345;6,810599;6,793455;7,169076;7,124832;6,656436;6,764817;6,635271;6,886876;6,418355;6,744038;7,138287;7,083987;6,949336;6,731495;6,894422;6,976588;7,420962;7,109167;7,122274;7,343714;7,092726;6,797863;7,042066;7,017652;6,987248;6,835007;6,883395;6,719734;6,704484;7,126778;7,124704;6,726146;6,99845;6,731394;6,714126;7,197548;6,588905;7,017799;6,355667;6,359122;6,684704;6,738424
H2BC13;7,093033;6,945086;6,81843;7,05427;7,308191;7,235948;7,092366;6,90998;7,064398;7,12573;7,104146;7,092857;7,194761;6,927606;7,140159;7,085726;7,121533;6,794526;6,799311;7,023078;6,773306;6,827594;6,738706;6,888621;7,001093;6,964901;6,781672;6,647907;6,801638;6,720129;6,933344;6,993375;6,780349;7,386474;6,934561;7,016174;6,944129;7,099674;6,818849;7,191811;7,143118;6,793283;6,973708;6,707481;6,736285;6,592716;6,885998;6,954783;6,874762;6,883921;7,053233;7,086243;6,999916;7,078892;7,057208;7,214212;7,054407;6,985769;6,981904;6,540851;6,718275;6,927884;6,925495;7,158217;7,022418;6,831919;7,217636;7,09068;7,170638;6,995308;7,043961;6,988223;7,313002;6,872224;7,248699;6,752803;6,753766;6,553233;6,923344
H2AC15;7,601211;7,616982;7,484154;7,614469;7,605097;7,59824;7,580763;7,470498;7,6011;7,552867;7,827909;7,664278;7,703662;7,472384;7,742893;7,660448;7,67987;7,584081;7,59858;7,482078;7,521193;7,530126;7,71234;7,379758;7,606979;7,661584;7,703185;7,385048;7,642579;7,790176;7,717263;7,745021;7,607319;7,813388;7,770275;7,697348;7,6195;7,691145;7,833699;7,629522;7,656189;7,511898;7,555639;7,572026;7,669418;7,486821;7,417239;7,683612;7,714682;7,624694;7,614226;7,758863;7,647;7,57675;7,458714;7,810295;7,722617;7,539646;7,508029;7,697791;7,699631;7,47178;7,676542;7,764192;7,74901;7,536169;7,624667;7,677617;7,833224;7,516596;7,711448;7,56704;7,777009;7,827384;7,868459;7,706397;7,585107;7,581254;7,608306
H1-5;6,221578;5,867242;5,824007;6,118903;6,073136;5,878326;5,994092;6,30088;5,988566;6,227132;6,046604;6,034778;5,897977;6,062508;5,977304;5,850396;5,894706;5,97367;6,089902;6,201215;5,882818;6,019561;6,022026;6,239368;6,057253;6,455143;6,151684;6,203585;6,056832;6,320129;5,984271;6,187386;6,395988;6,356472;6,603584;6,0825;6,287588;6,236747;6,416286;6,191495;6,336136;6,679785;6,312404;6,289486;5,984548;6,536062;6,269952;6,417424;6,330924;6,29571;6,036375;6,192333;6,378967;5,908753;5,923141;6,168737;6,09606;6,177927;6,078498;5,90827;6,028628;6,017646;6,546787;6,454572;6,59757;6,285272;6,458065;6,225489;6,666071;6,223284;6,517534;6,305269;6,257809;6,265184;6,656593;6,542888;6,468038;6,08728;6,379931
